0,1,2,3,4,5,6,7
SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,America/Los_Angeles,A
SAQ,San Andros Airport,San Andros,Bahamas,25.05380058,-78.0490036,America/Nassau,U
SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,America/New_York,A
SAY,Siena-Ampugnano Airport,Siena,Italy,43.256302,11.255,Europe/Rome,E
SBB,Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,7.803514004,-71.16571808,America/Caracas,U
SBG,Maimun Saleh Airport,Sabang,Indonesia,5.874129772,95.33969879,Asia/Jakarta,N
SBK,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,48.5378,-2.85444,Europe/Paris,E
SBM,Sheboygan County Memorial Airport,Sheboygan,United States,43.76959991,-87.85140228,America/Chicago,A
SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.23680115,-120.6419983,America/Los_Angeles,A
SBS,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,40.5163002,-106.8659973,America/Denver,A
SBU,Springbok Airport,Springbok,South Africa,-29.68930054,17.93959999,Africa/Johannesburg,U
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,38.34049988,-75.51029968,America/New_York,A
SCC,Deadhorse Airport,Deadhorse,United States,70.19470215,-148.4649963,America/Anchorage,A
SCF,Scottsdale Airport,Scottsdale,United States,33.6228981,-111.9110031,America/Phoenix,A
SCI,Paramillo Airport,San Cristobal,Venezuela,7.801320076,-72.20290375,America/Caracas,U
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-33.39300156,-70.78579712,America/Santiago,S
SCN,Saarbrücken Airport,Saarbruecken,Germany,49.21459961,7.109509945,Europe/Berlin,E
SCQ,Santiago de Compostela Airport,Santiago,Spain,42.89630127,-8.415140152,Europe/Madrid,E
SCT,Socotra International Airport,Socotra,Yemen,12.63070011,53.90579987,Asia/Aden,U
SCV,Suceava Stefan cel Mare Airport,Suceava,Romania,47.6875,26.35409927,Europe/Bucharest,E
SCY,San Cristóbal Airport,San Cristóbal,Ecuador,-0.910206,-89.617401,Pacific/Galapagos,U
SDB,Langebaanweg Airport,Langebaanweg,South Africa,-32.96889877,18.1602993,Africa/Johannesburg,U
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-27.76555634,-64.30999756,America/Cordoba,N
SDG,Sanandaj Airport,Sanandaj,Iran,35.2458992,47.00920105,Asia/Tehran,E
SDK,Sandakan Airport,Sandakan,Malaysia,5.900899887,118.0589981,Asia/Kuala_Lumpur,N
SDM,Brown Field Municipal Airport,San Diego,United States,32.57229996,-116.9800034,America/Los_Angeles,A
SDP,Sand Point Airport,Sand Point,United States,55.31499863,-160.522995,America/Anchorage,A
SDR,Santander Airport,Santander,Spain,43.42710114,-3.820009947,Europe/Madrid,E
SDT,Saidu Sharif Airport,Saidu Sharif,Pakistan,34.81359863,72.35279846,Asia/Karachi,N
SDV,Sde Dov Airport,Tel-aviv,Israel,32.11470032,34.78219986,Asia/Jerusalem,E
SDY,Sidney - Richland Regional Airport,Sidney,United States,47.706902,-104.193001,America/Denver,A
SEB,Sabha Airport,Sebha,Libya,26.98699951,14.47249985,Africa/Tripoli,N
SEF,Sebring Regional Airport,Sebring,United States,27.45639992,-81.3423996,America/New_York,A
SEK,Srednekolymsk Airport,Srednekolymsk,Russia,67.4805,153.7364,Asia/Srednekolymsk,N
SEN,Southend Airport,Southend,United Kingdom,51.57139969,0.695555985,Europe/London,E
SEU,Seronera Airport,Seronera,Tanzania,-2.45806,34.822498,Africa/Dar_es_Salaam,U
SEZ,Seychelles International Airport,Mahe,Seychelles,-4.67434,55.521801,Indian/Mahe,U
SFB,Orlando Sanford International Airport,Sanford,United States,28.77759933,-81.23750305,America/New_York,A
SFD,San Fernando De Apure Airport,San Fernando De Apure,Venezuela,7.883319855,-67.44400024,America/Caracas,U
SFF,Felts Field,Spokane,United States,47.68280029,-117.322998,America/Los_Angeles,A
SFH,San Felipe International Airport,San Filipe,Mexico,30.93020058,-114.8089981,America/Tijuana,S
SFK,Soure Airport,Soure,Brazil,-0.699431002,-48.52099991,America/Belem,S
SFN,Sauce Viejo Airport,Santa Fe,Argentina,-31.7117,-60.8117,America/Cordoba,N
SFQ,Şanlıurfa Airport,Sanliurfa,Turkey,37.09429932,38.847099299999996,Europe/Istanbul,E
SFT,Skellefteå Airport,Skelleftea,Sweden,64.62480164,21.07690048,Europe/Stockholm,E
SGC,Surgut Airport,Surgut,Russia,61.34370041,73.40180206,Asia/Yekaterinburg,N
SGE,Siegerland Airport,Siegerland,Germany,50.70769882,8.082969666,Europe/Berlin,E
SGH,Springfield-Beckley Municipal Airport,Springfield,United States,39.84030151,-83.84020233,America/New_York,A
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,10.81879997,106.6520004,Asia/Saigon,U
SGQ,Sanggata/Sangkimah Airport,Sanggata,Indonesia,0.3847,117.543,-,N
SGU,St George Municipal Airport,Saint George,United States,37.036389,-113.510306,America/Denver,A
SGX,Songea Airport,Songea,Tanzania,-10.68299961,35.58300018,Africa/Dar_es_Salaam,N
SGZ,Songkhla Airport,Songkhla,Thailand,7.186560154,100.6080017,Asia/Bangkok,U
SHB,Nakashibetsu Airport,Nakashibetsu,Japan,43.57749939,144.9600067,Asia/Tokyo,U
SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017,Asia/Shanghai,U
SHH,Shishmaref Airport,Shishmaref,United States,66.249604,-166.089112,America/Anchorage,A
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047,Asia/Dubai,U
SHM,Nanki Shirahama Airport,Nanki-shirahama,Japan,33.66220093,135.3639984,Asia/Tokyo,U
SHO,King Mswati III International Airport,Manzini,Swaziland,-26.358611,31.716944,-,N
SHR,Sheridan County Airport,Sheridan,United States,44.76919937,-106.9800034,America/Denver,A
SHV,Shreveport Regional Airport,Shreveport,United States,32.446602,-93.8256,America/Chicago,A
SHX,Shageluk Airport,Shageluk,United States,62.692298890000004,-159.5690002,America/Anchorage,A
SIA,Xi'an Xiguan Airport,Xi\'AN,China,34.376701,109.120003,Asia/Shanghai,U
SIF,Simara Airport,Simara,Nepal,27.15950012,84.98010254,Asia/Katmandu,N
SIJ,Siglufjörður Airport,Siglufjordur,Iceland,66.133301,-18.9167,Atlantic/Reykjavik,N
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,Asia/Singapore,N
SIP,Simferopol International Airport,Simferopol,Ukraine,45.05220032,33.97510147,Europe/Simferopol,E
SIR,Sion Airport,Sion,Switzerland,46.21960068,7.326759815,Europe/Zurich,E
SIT,Sitka Rocky Gutierrez Airport,Sitka,United States,57.04710007,-135.3619995,America/Anchorage,A
SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,America/Los_Angeles,A
SJE,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,2.57969,-72.6394,America/Bogota,U
SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,43.82460022,18.3314991,Europe/Sarajevo,E
SJL,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-0.14835,-66.9855,America/Boa_Vista,S
SJP,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-20.8166008,-49.40650177,America/Sao_Paulo,S
SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054,America/Puerto_Rico,U
SJY,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,62.692101,22.8323,Europe/Helsinki,E
SKA,Fairchild Air Force Base,Spokane,United States,47.61510086,-117.6559982,America/Los_Angeles,A
SKD,Samarkand Airport,Samarkand,Uzbekistan,39.70050049,66.9838028,Asia/Samarkand,U
SKF,Lackland Air Force Base,San Antonio,United States,29.38419914,-98.58110046,America/Chicago,A
SKH,Surkhet Airport,Surkhet,Nepal,28.586,81.636002,Asia/Katmandu,N
SKN,Stokmarknes Skagen Airport,Stokmarknes,Norway,68.5788269,15.03341675,Europe/Oslo,E
SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,41.961601,21.621401,Europe/Skopje,E
SKT,Sialkot Airport,Sialkot,Pakistan,32.53555679,74.3638916,Asia/Karachi,N
SKV,St Catherine International Airport,St. Catherine,Egypt,28.68530083,34.0625,Africa/Cairo,U
SKY,Griffing Sandusky Airport,Sandusky,United States,41.4333992,-82.65229797,America/New_York,A
SLA,Martin Miguel De Guemes International Airport,Salta,Argentina,-24.8560009,-65.48619843,America/Argentina/Salta,N
SLD,Sliač Airport,Sliac,Slovakia,48.63779831,19.13409996,Europe/Bratislava,E
SLF,Sulayel Airport,Sulayel,Saudi Arabia,20.4647007,45.61959839,Asia/Riyadh,U
SLJ,Solomon Airport,Solomon,Australia,-22.2554,117.7627,Australia/Perth,N
SLL,Salalah Airport,Salalah,Oman,17.0387001,54.09130096,Asia/Muscat,U
SLN,Salina Municipal Airport,Salina,United States,38.79100037,-97.65219879,America/Chicago,A
SLQ,Sleetmute Airport,Sleetmute,United States,61.70050049,-157.1660004,America/Anchorage,A
SLV,Shimla Airport,Shimla,India,31.0818,77.068001,Asia/Calcutta,N
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,21.33300018,-71.19999695,America/Grand_Turk,U
SLZ,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-2.58536005,-44.23410034,America/Fortaleza,S
SMD,Smith Field,Fort Wayne IN,United States,41.14339828,-85.15280151,America/New_York,A
SMF,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,America/Los_Angeles,A
SMK,St Michael Airport,St. Michael,United States,63.49010086,-162.1100006,America/Anchorage,A
SMN,Lemhi County Airport,Salmon,United States,45.12379837,-113.8809967,America/Denver,A
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,-2.499190092,112.9749985,Asia/Jakarta,N
SMS,Sainte Marie Airport,Sainte Marie,Madagascar,-17.09390068,49.81579971,Indian/Antananarivo,U
SMV,Samedan Airport,Samedan,Switzerland,46.53409958,9.884110451,Europe/Zurich,E
SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,34.89889908,-120.4570007,America/Los_Angeles,A
SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,33.67570114,-117.8679962,America/Los_Angeles,A
SNC,General Ulpiano Paez Airport,Salinas,Ecuador,-2.20499,-80.988899,America/Guayaquil,U
SNF,Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,10.2787,-68.755203,America/Caracas,U
SNN,Shannon Airport,Shannon,Ireland,52.702,-8.92482,Europe/Dublin,E
SNP,St Paul Island Airport,St. Paul Island,United States,57.16730118,-170.2200012,America/Anchorage,A
SNS,Salinas Municipal Airport,Salinas,United States,36.66279984,-121.6060028,-,-
SNV,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,4.554999828,-61.15000153,America/Caracas,U
SNY,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,41.10129929,-102.9850006,America/Denver,A
SOB,Sármellék International Airport,Sármellék,Hungary,46.686391,17.159084,Europe/Budapest,N
SOD,Sorocaba Airport,Sorocaba,Brazil,-23.478001,-47.490002,America/Sao_Paulo,S
SOG,Sogndal Airport,Sogndal,Norway,61.156101,7.13778,Europe/Oslo,E
SOM,San Tomé Airport,San Tome,Venezuela,8.945146561,-64.1510849,America/Caracas,U
SOO,Söderhamn Airport,Soderhamn,Sweden,61.26150131,17.09910011,Europe/Stockholm,E
SOQ,Dominique Edward Osok Airport,Sorong,Indonesia,-0.894,131.287,Asia/Jayapura,N
SOU,Southampton Airport,Southampton,United Kingdom,50.95029831,-1.35679996,Europe/London,E
SOW,Show Low Regional Airport,Show Low,United States,34.26549912,-110.0059967,America/Phoenix,A
SOZ,Solenzara (BA 126) Air Base,Solenzara,France,41.92440033,9.406000137,Europe/Paris,E
SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,18.33860016,-64.94069672,America/St_Thomas,A
SPD,Saidpur Airport,Saidpur,Bangladesh,25.75919914,88.9088974,Asia/Dhaka,U
SPG,Albert Whitted Airport,St. Petersburg,United States,27.7651,-82.626999,America/New_York,A
SPJ,Sparti Airport,Sparti,Greece,36.97389984,22.52630043,Europe/Athens,E
SPN,Saipan International Airport,Saipan,Northern Mariana Islands,15.119,145.729004,Pacific/Saipan,U
SPR,San Pedro Airport,San Pedro,Belize,17.9139,-87.9711,America/Belize,U
SPU,Split Airport,Split,Croatia,43.53889847,16.29800034,Europe/Zagreb,E
SPY,San Pedro Airport,San Pedro,Cote d'Ivoire,4.746719837,-6.660820007,Africa/Abidjan,N
SQD,Shangrao Sanqingshan Airport,Shangrao,China,28.3797,117.9643,-,N
SQH,Na-San Airport,Son-La,Vietnam,21.21699905,104.0329971,Asia/Saigon,N
SQL,San Carlos Airport,San Carlos,United States,37.51190186,-122.25,America/Los_Angeles,A
SQO,Storuman Airport,Mohed,Sweden,64.96089935,17.69659996,Europe/Stockholm,E
SQR,Soroako Airport,Soroako,Indonesia,-2.531199932,121.3580017,Asia/Makassar,N
SQX,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,-26.78160095,-53.50350189,-,S
SRA,Santa Rosa Airport,Santa Rosa,Brazil,-27.9067,-54.520401,America/Sao_Paulo,S
SRG,Achmad Yani Airport,Semarang,Indonesia,-6.97273,110.375,Asia/Jakarta,N
SRI,Temindung Airport,Samarinda,Indonesia,-0.484530985,117.1569977,Asia/Makassar,N
SRN,Strahan Airport,Strahan,Australia,-42.15499878,145.2920074,Australia/Melbourne,O
SRQ,Sarasota Bradenton International Airport,Sarasota,United States,27.39539909,-82.55439758,America/New_York,A
SRX,Gardabya Airport,Sirt,Libya,31.06349945,16.59499931,Africa/Tripoli,N
SRZ,El Trompillo Airport,Santa Cruz,Bolivia,-17.81159973,-63.17150116,America/La_Paz,U
SSC,Shaw Air Force Base,Sumter,United States,33.97269821,-80.47059631,America/New_York,A
SSF,Stinson Municipal Airport,Stinson,United States,29.33699989,-98.47109985,-,A
SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.97730064,34.39500046,Africa/Cairo,N
SSJ,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,65.95680237,12.46889973,Europe/Oslo,E
SSR,Sara Airport,Pentecost Island,Vanuatu,-15.4708004,168.1519928,Pacific/Efate,U
SSY,Mbanza Congo Airport,M'banza-congo,Angola,-6.269899845,14.24699974,Africa/Luanda,N
STA,Stauning Airport,Stauning,Denmark,55.99010086,8.353910446,Europe/Copenhagen,E
STC,St Cloud Regional Airport,Saint Cloud,United States,45.54660034,-94.05989838,America/Chicago,A
STE,Stevens Point Municipal Airport,Stevens Point,United States,44.54520035,-89.53029633,America/Chicago,A
STI,Cibao International Airport,Santiago,Dominican Republic,19.40609932,-70.60469818,America/Santo_Domingo,U
STK,Sterling Municipal Airport,Sterling,United States,40.61529922,-103.2649994,America/Denver,A
STM,Maestro Wilson Fonseca Airport,Santarem,Brazil,-2.424721956,-54.78583145,America/Belem,S
STP,St Paul Downtown Holman Field,St. Paul,United States,44.93450165,-93.05999756,America/Chicago,A
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,38.50899887,-122.8130035,America/Los_Angeles,A
STV,Surat Airport,Surat,India,21.1140995,72.7417984,Asia/Calcutta,N
STX,Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,17.70190048,-64.79859924,America/St_Thomas,U
STZ,Santa Terezinha Airport,Santa Terezinha,Brazil,-10.46472168,-50.51861191,America/Campo_Grande,S
SUB,Juanda International Airport,Surabaya,Indonesia,-7.379829884,112.7870026,Asia/Jakarta,N
SUG,Surigao Airport,Sangley Point,Philippines,9.755838326,125.4809475,Asia/Manila,N
SUJ,Satu Mare Airport,Satu Mare,Romania,47.70330048,22.88570023,Europe/Bucharest,E
SUL,Sui Airport,Sui,Pakistan,28.64509964,69.17690277,Asia/Karachi,N
SUP,Trunojoyo Airport,Sumenep,Indonesia,-7.0242,113.89023,-,N
SUS,Spirit of St Louis Airport,Null,United States,38.66210175,-90.65200043,America/Chicago,A
SUV,Nausori International Airport,Nausori,Fiji,-18.04330063,178.5590057,Pacific/Fiji,U
SUY,Suntar Airport,Suntar,Russia,62.18500137,117.6350021,Asia/Yakutsk,N
SVB,Sambava Airport,Sambava,Madagascar,-14.27859974,50.17470169,Indian/Antananarivo,U
SVG,Stavanger Airport Sola,Stavanger,Norway,58.87670135,5.63778019,Europe/Oslo,E
SVI,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,2.15217,-74.7663,America/Bogota,U
SVL,Savonlinna Airport,Savonlinna,Finland,61.94309998,28.94510078,Europe/Helsinki,E
SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146,Europe/Moscow,N
SVQ,Sevilla Airport,Sevilla,Spain,37.41799927,-5.893109798,Europe/Madrid,E
SVW,Sparrevohn LRRS Airport,Sparrevohn,United States,61.09740067,-155.5740051,America/Anchorage,A
SVZ,San Antonio Del Tachira Airport,San Antonio,Venezuela,7.840829849,-72.43969727,America/Caracas,U
SWC,Stawell Airport,,Australia,-37.07170105,142.7409973,-,-
SWF,Stewart International Airport,Newburgh,United States,41.5041008,-74.10479736,America/New_York,A
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu,-16.4864,167.4472,Pacific/Efate,U
SWP,Swakopmund Airport,Swakopmund,Namibia,-22.66189957,14.56809998,Africa/Windhoek,S
SWS,Swansea Airport,Swansea,United Kingdom,51.6053009,-4.067830086,Europe/London,E
SWU,Suwon Airport,Suwon,South Korea,37.23939896,127.0070038,Asia/Seoul,U
SXB,Strasbourg Airport,Strasbourg,France,48.53829956,7.628230095,Europe/Paris,E
SXF,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225,Europe/Berlin,E
SXJ,Shanshan Airport,Shanshan,China,42.9117012,90.24749756,-,-
SXL,Sligo Airport,Sligo,Ireland,54.28020096,-8.599209785,Europe/Dublin,E
SXN,Sua Pan Airport,Sowa,Botswana,-20.5534,26.115801,-,-
SXQ,Soldotna Airport,Soldotna,United States,60.47570038,-151.0339966,America/Anchorage,U
SXV,Salem Airport,Salem,India,11.7833004,78.06559753,Asia/Calcutta,N
SXZ,Siirt Airport,Siirt,Turkey,37.97890091,41.840400700000004,Europe/Istanbul,E
SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002,Australia/Sydney,O
SYJ,Sirjan Airport,Sirjan,Iran,29.55089951,55.67269897,Asia/Tehran,E
SYO,Shonai Airport,Shonai,Japan,38.81219864,139.7870026,Asia/Tokyo,U
SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica,9.957050323,-84.13980103,America/Costa_Rica,U
SYS,Saskylakh Airport,Saskylakh,Russia,71.92790221999999,114.0800018,Asia/Yakutsk,N
SYU,Warraber Island Airport,Sue Islet,Australia,-10.20829964,142.8249969,Australia/Brisbane,O
SYX,Sanya Phoenix International Airport,Sanya,China,18.30290031,109.4120026,Asia/Shanghai,U
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.53919983,52.58980179,Asia/Tehran,E
SZB,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,3.130579948,101.5490036,Asia/Kuala_Lumpur,N
SZG,Salzburg Airport,Salzburg,Austria,47.79330063,13.00430012,Europe/Vienna,E
SZK,Skukuza Airport,Skukuza,South Africa,-24.96089935,31.58869934,Africa/Johannesburg,U
SZR,Stara Zagora Airport,Stara Zagora,Bulgaria,42.3766667,25.655,Europe/Sofia,E
SZT,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,16.69029999,-92.53009796,America/Mexico_City,N
SZW,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834,Europe/Berlin,E
SZY,Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,53.481899,20.9377,-,E
TAB,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,11.14970016,-60.8321991,America/Port_of_Spain,U
TAE,Daegu Airport,Taegu,South Korea,35.896872,128.65531,Asia/Seoul,U
TAG,Tagbilaran Airport,Tagbilaran,Philippines,9.665442,123.853533,Asia/Manila,N
TAI,Ta'izz International Airport,Taiz,Yemen,13.68599987,44.13909912,Asia/Aden,U
TAM,General Francisco Javier Mina International Airport,Tampico,Mexico,22.29640007,-97.86589813,America/Mexico_City,S
TAP,Tapachula International Airport,Tapachula,Mexico,14.79430008,-92.37000275,America/Mexico_City,S
TAS,Tashkent International Airport,Tashkent,Uzbekistan,41.25790024,69.28119659,Asia/Samarkand,U
TAY,Tartu Airport,Tartu,Estonia,58.30749893,26.69039917,Europe/Tallinn,E
TBB,Dong Tac Airport,Tuy Hoa,Vietnam,13.04959965,109.3339996,Asia/Saigon,U
TBG,Tabubil Airport,Tabubil,Papua New Guinea,-5.27861,141.225998,Pacific/Port_Moresby,U
TBI,New Bight Airport,Cat Island,Bahamas,24.3153,-75.452301,America/Nassau,U
TBN,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,37.74160004,-92.14070129,America/Chicago,A
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,-3.55253005,-80.38140106,America/Lima,U
TBS,Tbilisi International Airport,Tbilisi,Georgia,41.6692009,44.95470047,Asia/Tbilisi,N
TBU,Fua'amotu International Airport,Tongatapu,Tonga,-21.24119949,-175.1499939,Pacific/Tongatapu,U
TBZ,Tabriz International Airport,Tabriz,Iran,38.13389969,46.23500061,Asia/Tehran,E
TCB,Treasure Cay Airport,Treasure Cay,Bahamas,26.74530029,-77.39129639,America/Nassau,U
TCE,Tulcea Airport,Tulcea,Romania,45.0625,28.71430016,Europe/Bucharest,E
TCH,Tchibanga Airport,Tchibanga,Gabon,-2.849999905,11.0170002,Africa/Libreville,N
TCM,McChord Air Force Base,Tacoma,United States,47.13769913,-122.4759979,America/Los_Angeles,A
TCO,La Florida Airport,Tumaco,Colombia,1.81442,-78.7492,America/Bogota,U
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,-18.05330086,-70.27580261,America/Lima,U
TCX,Tabas Airport,Tabas,Iran,33.6678009,56.8927002,Asia/Tehran,E
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,-14.81869984,-64.91799927,America/La_Paz,U
TDJ,Tadjoura Airport,Tadjoura,Djibouti,11.78299999,42.91699982,Africa/Djibouti,N
TDR,Theodore Airport,Theodore,Australia,-24.99329948,150.0930023,Australia/Brisbane,N
TDX,Trat Airport,Trat,Thailand,12.27460003,102.3190002,Asia/Bangkok,U
TEB,Teterboro Airport,Teterboro,United States,40.85010147,-74.06079865,America/New_York,A
TED,Thisted Airport,Thisted,Denmark,57.06880188,8.705220222,Europe/Copenhagen,E
TEF,Telfer Airport,Telfer,Australia,-21.71500015,122.2289963,Australia/Perth,N
TEM,Temora Airport,Temora,Australia,-34.42139816,147.5119934,Australia/Sydney,O
TEQ,Tekirdağ Çorlu Airport,Çorlu,Turkey,41.13819885,27.91909981,Europe/Istanbul,E
TET,Chingozi Airport,Tete,Mozambique,-16.10479927,33.64020157,Africa/Maputo,U
TEV,Teruel Airport,Teruel,Spain,40.403,-1.2183,-,-
TEZ,Tezpur Airport,Tezpur,India,26.70910072,92.78469849,Asia/Calcutta,N
TFL,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,-17.892299649999998,-41.5135994,-,S
TFS,Tenerife South Airport,Tenerife,Spain,28.04450035,-16.57250023,Atlantic/Canary,E
TGD,Podgorica Airport,Podgorica,Montenegro,42.359402,19.2519,Europe/Podgorica,E
TGH,Tongoa Airport,Tongoa Island,Vanuatu,-16.89109993,168.5509949,Pacific/Efate,U
TGJ,Tiga Airport,Tiga,New Caledonia,-21.09609985,167.8040009,Pacific/Noumea,U
TGM,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,46.46770096,24.41250038,Europe/Bucharest,E
TGO,Tongliao Airport,Tongliao,China,43.556702,122.199997,Asia/Shanghai,U
TGQ,Tangará da Serra Airport,Tangara da Serra,Brazil,-14.6619997,-57.44350052,-,S
TGT,Tanga Airport,Tanga,Tanzania,-5.09236002,39.07120132,Africa/Dar_es_Salaam,U
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,16.56360054,-93.02249908,America/Mexico_City,S
THF,Berlin-Tempelhof International Airport,Berlin,Germany,52.47299957,13.40390015,Europe/Berlin,E
THL,Tachileik Airport,Tachilek,Burma,20.48380089,99.93540192,Asia/Rangoon,U
THO,Thorshofn Airport,Thorshofn,Iceland,66.21849823,-15.3355999,Atlantic/Reykjavik,N
THR,Mehrabad International Airport,Teheran,Iran,35.68920135,51.31340027,Asia/Tehran,E
THU,Thule Air Base,Thule,Greenland,76.53119659,-68.70320129,America/Thule,E
THZ,Tahoua Airport,Tahoua,Niger,14.8757,5.265359879,Africa/Niamey,N
TID,Bou Chekif Airport,Tiaret,Algeria,35.34109879,1.463150024,Africa/Algiers,N
TIF,Ta’if Regional Airport,Taif,Saudi Arabia,21.483001,40.543442,Asia/Riyadh,U
TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan,32.60419846,65.86579895,Asia/Kabul,U
TIK,Tinker Air Force Base,Oklahoma City,United States,35.41469955,-97.38659668,America/Chicago,A
TIN,Tindouf Airport,Tindouf,Algeria,27.7003994,-8.167099953,Africa/Algiers,N
TIQ,Tinian International Airport,West Tinian,Northern Mariana Islands,14.99919987,145.6190033,Pacific/Saipan,U
TIU,Timaru Airport,Timaru,New Zealand,-44.30279922,171.2250061,Pacific/Auckland,Z
TIW,Tacoma Narrows Airport,Tacoma,United States,47.26789856,-122.5780029,America/Los_Angeles,A
TIY,Tidjikja Airport,Tidjikja,Mauritania,18.57010078,-11.42350006,Africa/Nouakchott,N
TJA,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,-21.5557003,-64.70130157,America/La_Paz,U
TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia,-2.216559887,115.435997,Asia/Makassar,N
TJI,Trujillo Airport,Trujillo,Honduras,15.9268,-85.938202,America/Tegucigalpa,U
TJL,Plínio Alarcom Airport,Tres Lagoas,Brazil,-20.75419998,-51.68420029,America/Campo_Grande,S
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,-2.74571991,107.7549973,Asia/Jakarta,N
TJU,Kulob Airport,Kulyab,Tajikistan,37.98809814,69.80500031,Asia/Dushanbe,U
TKA,Talkeetna Airport,Talkeetna,United States,62.32049942,-150.0939941,America/Anchorage,A
TKD,Takoradi Airport,Takoradi,Ghana,4.89605999,-1.774760008,Africa/Accra,N
TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,-5.240556,105.175556,Asia/Jakarta,N
TKJ,Tok Junction Airport,Tok,United States,63.32949829,-142.9539948,America/Anchorage,A
TKN,Tokunoshima Airport,Tokunoshima,Japan,27.83639908,128.8809967,Asia/Tokyo,U
TKQ,Kigoma Airport,Kigoma,Tanzania,-4.8862,29.6709,Africa/Dar_es_Salaam,U
TKT,Tak Airport,Tak,Thailand,16.89599991,99.25330353,Asia/Bangkok,N
TKV,Tatakoto Airport,Tatakoto,French Polynesia,-17.3553009,-138.4450073,-,N
TLA,Teller Airport,Teller,United States,65.24040221999999,-166.3390045,America/Anchorage,A
TLD,Limpopo Valley Airport,Tuli Lodge,Botswana,-22.18919945,29.12689972,Africa/Gaborone,U
