Name,IATA,ICAO,Country,Active
Aero Express Intercontinental,,XSS,Mexico,N
Advance Aviation Services,,XTJ,United States,N
Air Libya Tibesti,,TLR,Libya,N
Aerovic,,OVC,Ecuador,N
Airventure,,RVE,Belgium,N
Aero Servicios,,RVI,Mexico,N
Airvallee,,RVL,Italy,N
Aeromover,,OVE,Mexico,N
Aerovias Ejecutivas,,OVI,Mexico,N
Aero Servicio Pity,,PTD,Mexico,N
Aero Copter,,PTE,Mexico,N
Rossiya-Russian Airlines,FV,SDM,Russia,Y
Air Pal,,PLL,Spain,N
Air Pullmantur,,PLM,Spain,N
Aviaexpress,RX,AEH,Hungary,N
Aviones Para Servirle,,PSG,Mexico,N
Avio Sluzba,,SLU,Serbia,N
Air Scorpio,,SCU,Bulgaria,N
Air Spirit,,SIP,United States,N
Alatau Airlines,,BMV,Kazakhstan,N
Aviateca,,GUG,Guatemala,N
Aroostook Aviation,,PXX,United States,N
Aeropycsa,,PYC,Mexico,N
Association of Private Pilots of Kazakhstan,,PVK,Kazakhstan,N
The Amiri Flight,,BAH,Bahrain,N
Aero Services,,BAS,Barbados,N
Ababeel Aviation,,BBE,Sudan,N
Air Bashkortostan,,BBT,Russia,N
Ambulance Air Africa,,MCY,South Africa,N
American Eagle Airlines,MQ,EGF,United States,Y
Aeropuelche,,PUE,Chile,N
Aeroput,,PUT,Serbia,N
Azzurra Air,,AZI,Italy,N
Airshop,FF,,Netherlands,N
African Transport Trading and Investment Company,ML,,Sudan,N
AD Aviation,,VUE,United Kingdom,Y
Aero Costa Taxi Aereo,,XCT,Mexico,N
Aerovitro,,VRO,Mexico,N
Aerotaxi Villa Rica,,VRI,Mexico,N
Aerovega,,VEG,Mexico,N
Aerovilla,,VVG,Colombia,N
Aerolineas Villaverde,,VLR,Mexico,N
Aero Air,,WIL,United States,N
Aero Ejecutivos,,VEJ,Venezuela,N
Aero Industries Inc,,WAB,United States,N
Aero Servicios Vanguardia,,VNG,Mexico,N
Aero Taxi Los Valles,,VAD,Spain,N
Aero Vilamoura,,VMR,Portugal,N
Aero Virel,,VLS,Mexico,N
Aeronautical Radio Inc,,XAA,United States,N
Aerovuelox,,VUO,Mexico,N
Aeronaves TSM,,VTM,Mexico,N
Air Ivoire,VU,VUN,Ivory Coast,Y
Air Botswana,BP,BOT,Botswana,Y
Air-Rep,,XPR,United States,N
Air Excel,,XLL,Tanzania,N
Air Evans,,VAE,Spain,N
Air Sorel,,WHY,Canada,N
Air Net Private Charter,,WDR,United States,N
Air Executive Charter,,XEC,Germany,N
Air Foyle,GS,UPA,United Kingdom,Y
Air Midwest,,VTY,Nigeria,N
Air Tahiti,VT,VTA,French Polynesia,Y
Air Urga,3N,URG,Ukraine,N
Air Vardar,,VDR,Macedonia,N
Air VIA,VL,VIM,Bulgaria,Y
Air Walser,,WLR,Italy,N
Aircompany Rosavia,,URA,Ukraine,N
Aircraft Performance Group,,XLB,United States,N
Airwaves Airlink,,WLA,Zambia,N
Airways Corporation of New Zealand,,XFX,New Zealand,N
Airways,,WAY,France,N
Airwings oy,,WGS,Finland,N
Airkenya,,XAK,Kenya,N
Air-Lift Associates,,WPK,United States,N
Airtrans Ltd,,VAB,Russia,N
ARP 410 Airlines,,URP,Ukraine,N
Auckland Regional Rescue Helicopter Trust,,WPR,New Zealand,N
Aurora Airlines,,URR,Slovenia,N
Austro Aereo,,UST,Ecuador,N
Aviation Partners,,WLT,United States,N
Avialift Vladivostok,,VLV,Russia,N
Aviacion Comercial de America,,VME,Mexico,N
Aviast Air,,VVA,Russia,N
Aviation North,,WLV,United States,N
Africa West,FK,WTA,Togo,Y
Avient Air Zambia,,VNT,Zambia,N
Aviazur,,VZR,France,N
Aviaprad,,VID,Russia,N
Avirex,G2,VXG,Gabon,N
Aviaexpress Aircompany,,VXX,Ukraine,N
AMR Services Corporation,,XAM,United States,N
Airline Operations Services,,XAO,United States,N
Airlines 400,,VAZ,Russia,N
ATRAN Cargo Airlines,V8,VAS,Russian Federation,Y
Ameravia,,VAM,Uruguay,N
Angkor Air,,VAV,Cambodia,N
AVB-2004 Ltd,,VBC,Bulgaria,N
ASECNA,,XKX,France,N
AT and T Aviation Division,,XAT,United States,N
Avalair,,VAI,Serbia,N
Averitt Air Charter,,VRT,United States,N
Avensa,VE,AVE,Venezuela,N
Avolar Aerolineas,V5,VLI,Mexico,N
Avstar Aviation,,VSA,South Africa,N
AVESCA,,VSC,Colombia,N
Aviaprom Enterprises,,XAV,Russia,N
Avia Trans Air Transport,,VTT,Sudan,N
Aviostart AS,,VSR,Bulgaria,N
Aviacao Transportes Aereos e Cargas,,VTG,Angola,N
Assistance Aeroportuaire de L'Aeroport de Paris,,XJA,France,N
American Flight Service Systems,,XFS,United States,N
AASANA,,XXV,Bolivia,N
Australian air Express,,XME,Australia,N
AMS Group,,XMG,Russia,N
Air Caraibes Atlantique,,CAJ,France,N
Air China Cargo,,CAO,China,N
Aerovias Caribe,,CBE,Mexico,N
Aerotaxi del Cabo,,CBO,Mexico,N
Air Columbus,,CBS,Ukraine,N
Aero Cabo,,CBV,Mexico,N
Air China,CA,CCA,China,Y
Aerocardal,,CDA,Chile,N
Aero Condor Peru,Q6,CDP,Peru,Y
Aerotrans,,CDU,Russia,N
Airline Skol,,CDV,Russia,N
Aerofan,,CFF,Spain,N
ACEF,,CFM,Portugal,N
Africa One,,CFR,Democratic Republic of the Congo,N
Aero Calafia,,CFV,Mexico,N
Air Cargo Belize,,CGB,Belize,N
Aero Clube Do Algarve,,CGV,Portugal,N
Air Great Wall,,CGW,China,N
Aircompany Chaika,,CHJ,Ukraine,N
Air Charter Services,,CHR,Democratic Republic of the Congo,N
Air Charter Professionals,,CHV,United States,N
Asia Continental Airlines,,CID,Kazakhstan,N
Arctic Circle Air Service,5F,CIR,United States,N
Aviation Charter Services,,CKL,United States,N
Aerovias Castillo,,CLL,Mexico,N
Aero Club De Portugal,,CLP,Portugal,N
Air Care Alliance,,CMF,United States,N
Aero Continente Dominicana,,CND,Dominican Republic,N
Air Toronto,,CNE,Canada,N
Aquila Air,,CNH,United States,N
Air Consul,,CNU,Spain,N
Allcanada Express,,CNX,Canada,N
ATS Private Company,,CPF,Ukraine,N
Air Corridor,QC,CRD,Mozambique,N
Air Central,NV,CRF,Japan,N
Air Cruzal,,CRJ,Angola,N
Aerotransportes Corporativos,,CRP,Mexico,N
Air Creebec,,CRQ,Canada,N
Aero Charter and Transport,,CTA,United States,N
Air Tenglong,,CTE,China,N
Aerlineas Centauro,,CTR,Mexico,N
Aerocuahonte,,CUO,Mexico,N
Air Chathams,CV,CVA,New Zealand,Y
Air Marshall Islands,CW,CWM,Marshall Islands,Y
Australian Customs Service,,CWP,Australia,N
Air One Cityliner,,CYL,Italy,N
Air Transport,,CYO,United States,N
Access Air,ZA,CYD,United States,Y
Aerocheyenne,,CYE,Mexico,N
Air Algerie,AH,DAH,Algeria,Y
Aerovias DAP,,DAP,Chile,N
Air Alpha,,DBA,United States,N
Air Niagara Express,,DBD,Canada,N
Aviation Defense Service,,DEF,France,N
Air Service Groningen,,DEG,Netherlands,N
Adam Air,KI,DHI,Indonesia,Y
Astar Air Cargo,ER,DHL,United States,N
Archer Aviation,,DHM,United Kingdom,N
Aeromedica,,DIC,Mexico,N
Aerodin,,DIN,Mexico,N
Antinea Airlines,HO,DJA,Algeria,N
Air Djibouti,,DJU,Djibouti,N
Air Dolomiti,EN,DLA,Italy,Y
Aero Modelo,,DLS,Mexico,N
Aerolineas Del Sur,,DLU,Chile,N
Aerodinamica de Monterrey,,DMC,Mexico,N
Aeroservicios Dinamicos,,DMI,Mexico,N
Aerotaxis Dosmil,,DML,Mexico,N
Aerodespachos De El Salvador,,DNA,El Salvador,N
Aeroynamics Malaga,,DNC,Spain,N
Aerodynamics Incorporated,,DNJ,United States,N
Aeroflot-Don,D9,DNV,Russia,Y
Air Madrid,NM,DRD,Spain,Y
Airways Flight Training,,DRM,United Kingdom,N
Aeronaves Del Noreste,,DRO,Mexico,N
Addis Air Cargo Services,,DSC,Ethiopia,N
Aero Algarve,,DSK,Portugal,N
Aex Air,,DST,United States,N
Aero Davinci International,,DVI,Mexico,N
Aero Dynamics,,DYN,United States,N
Aeroservicios Ecuatorianos,,EAE,Ecuador,N
Aero-Pyrenees,,EAP,France,N
Air Transport,,EAT,Slovakia,N
Aero Airlines,EE,EAY,Estonia,N
Aero Ejecutivo De Baja California,,EBC,Mexico,N
Air City,4F,ECE,Germany,N
Aero Ejecutivos RCG,,ECG,Mexico,N
Aeronautica Castellana,,ECL,Spain,N
Aerolineas Comerciales,,ECM,Mexico,N
Aerolineas Nacionales Del Ecuador,,EDA,Ecuador,N
Air Este,,EET,Spain,N
Air Mana,,EFC,France,N
Aer Lingus,EI,EIN,Ireland,Y
Aeroservicios Ejecutivos Corporativos,,EJP,Mexico,N
Alpi Eagles,E8,ELG,Italy,N
Arrendoora y Transportadora Aerea,,END,Mexico,N
Eliossola,,EOS,Italy,N
Shenzhen Donghai Airlines,,EPA,China,N
Aeronaves Del Noroeste,,ENW,Spain,N
Airailes,,EOL,France,N
Aero Ermes,,EOM,Mexico,N
Aero Transportes Empresariales,,EPL,Mexico,N
Epps Air Service,,EPS,United States,N
Aero Empresarial,,EPE,Mexico,N
Air S,KY,EQL,Air S,N
Avianergo,,ERG,Russia,N
Aero Servicios Regiomontanos,,ERI,Mexico,N
Aerosec,,ERK,Chile,N
Aeromaan,,ERM,Mexico,N
Aerosaba,,ESB,Mexico,N
Avitat,,ESO,United Kingdom,N
Aerolineas Ejecutivas Del Sureste,,ESU,Mexico,N
Aeronautica Le Esperanza,,ESZ,Mexico,N
ATTICO,,ETC,Sudan,N
Aero Siete,,ETE,Mexico,N
Air Atlanta Europe,,EUK,United Kingdom,N
Air Evex,,EVE,Germany,N
Aeronautical Academy of Europe,,EVR,Portugal,N
Air Exchange,,EXG,United States,N
Atlantic Helicopters,,FAC,Denmark,N
Argentine Air Force,,FAG,Argentina,N
Air Fiji,PC,FAJ,Fiji,N
AF-Air International,,FAN,Angola,N
Aviation Data Systems,,FBW,United States,N
Air Carriers,,FCI,United States,N
Aerofrisco,,FCO,Mexico,N
Alfa 4,,FCU,Mexico,N
African Airlines,,FDA,Mali,N
African Medical and Research Foundation,,FDS,Kenya,N
Aero Freight,,FGT,Mexico,N
Aerosafin,,FIC,Mexico,N
Air Finland,OF,FIF,Finland,Y
Aerodata Flight Inspection,,FII,Germany,N
Airfix Aviation,,FIX,Finland,Y
Air Pacific,FJ,FJI,Fiji,Y
Air Falcon,,FLD,Pakistan,N
Atlantic Airways,RC,FLI,Faroe Islands,Y
Air Florida,QH,FLZ,United States,Y
Air Fret De Mauritanie,,FMT,Mauritania,N
Avio Nord,,FNM,Italy,N
Aeroflota Del Noroeste,,FNO,Spain,N
Aero Fenix,,FNX,France,N
Ford Motor Company,,FRD,United States,N
African Company Airlines,,FPY,Democratic Republic of the Congo,N
Afrijet Airlines,,FRJ,Nigeria,N
Afrika Aviation Handlers,,FRK,Kenya,N
Afrique Chart'air,,FRQ,Cameroon,N
Aerofreight Airlines,,FRT,Russia,N
Aereos Limited,,FST,United Kingdom,N
Air Affaires Tchad,,FTC,Chad,N
ABC Bedarsflug,,FTY,Austria,N
Air Iceland,NY,FXI,Iceland,Y
Air Philippines,2P,GAP,Philippines,Y
Aerogaucho,,GAU,Uruguay,N
Aero Business Charter,,GBJ,Germany,N
Atlantic Airlines,,GBN,Gabon,N
Aeronor,,GCF,Spain,N
Aerogem Cargo,,GCK,Ghana,N
Aerovias del Golfo,,GFO,Mexico,N
Aeronautica,,GGL,Angola,N
Air Georgian,ZX,GGN,Canada,N
Aviance,,GHL,United Kingdom,N
Air Ghana,,GHN,Ghana,N
African International Transport,,GIL,Guinea,N
Air Guinee Express,2U,GIP,Guinea,Y
Africa Airlines,,GIZ,Guinea,N
Air Gemini,,GLL,Angola,N
Aero Charter,,GLT,United States,N
Aguilas Mayas Internacional,,GME,Guatemala,N
Aerotaxis Guamuchil,,GMM,Mexico,N
Aeroservicios Gama,,GMS,Mexico,N
Amber Air,0A,GNT,Lithuania,N
Alberta Government,,GOA,Canada,N
Air Scotland,,GRE,Greece,N
Air Georgia,DA,GRG,Georgia,N
Air Cargo Center,,GRI,Sao Tome and Principe,N
Air Greenland,GL,GRL,Denmark,Y
Allegro,LL,GRO,Mexico,N
Agroar - Trabalhos Aereos,,GRR,Portugal,N
Aircompany Grodno,,GRX,Belarus,N
Airlift Alaska,,GSP,United States,N
Agrocentr-Avia,,GSV,Kazakhstan,N
Altin Havayolu Tasimaciligi Turizm Ve Ticaret,,GTC,Turkey,N
Atlas Air,5Y,GTI,United States,Y
Aerotaxi Grupo Tampico,,GTP,Mexico,N
Aerotaxis de Aguascalientes,,GUA,Mexico,N
Air Guyane,GG,GUY,French Guiana,Y
Air Victoria Georgia,,GVI,Georgia,N
Air D'Ayiti,H9,HAD,Haiti,N
Air Comores International,GG,HAH,Comoros,N
Air Taxi,,HAT,France,N
Aerohein,,HEI,Chile,N
Atlantic Air Lift,,HGH,France,N
Atlantic Airlines de Honduras,,HHA,Honduras,N
Aviacion Ejecutiva De Hildago,,HID,Mexico,N
Air Haiti,,HJA,Haiti,N
Al Rais Cargo,,HJT,United Arab Emirates,N
Air-Invest,,HKH,Hungary,N
Air Tahoma,,HMA,United States,N
Air Nova,,HMT,Canada,N
Aero Homex,,HOM,Mexico,N
Almiron Aviation,,HPO,Uganda,N
Avinor,,HQO,Norway,N
Airlink Airways,,HYR,Ireland,N
Air Horizon,8C,HZT,Togo,N
AC Insat-Aero,,IAE,Russia,N
Air Inter Cameroun,,ICM,Cameroon,N
Air Lift,,IFI,Greece,N
Aero Survey,,IKM,Ghana,N
Aero Airline,,ILK,Kazakhstan,N
Airtime Charters,,IME,United Kingdom,N
Aerotaxis Cimarron,,IMN,Mexico,N
Aero International,,INA,Mexico,N
Aeroingenieria,,ING,Chile,N
Aeroservicios Intergrados de Norte,,INO,Mexico,N
Airpull Aviation,,IPL,Spain,N
Arvand Airlines,,IRD,Iran,N
Atlas Aviation Group,,IRH,Iran,N
Aram Airline,,IRW,Iran,N
Aria Tour,,IRX,Iran,N
Aerotaxi,,ITE,Czech Republic,N
Avita-Servicos Aereos,,ITF,Angola,N
Aero Citro,,ITO,Mexico,N
Air Executive,,IVE,Spain,N
Aviainvest,,IWS,Russia,N
Air Bagan,W9,JAB,Myanmar,Y
Aerojal,,JAD,Mexico,N
Airlink,,JAR,Austria,N
Ambjek Air Services,,JEE,Nigeria,N
Avfinity,,UTX,United States,N
Alexandair,,JMR,Canada,N
Air Jamaica Express,,JMX,Jamaica,N
Air Swift Aviation,,JOA,Australia,N
Aerojobeni,,JOB,Mexico,N
Atyrau Air Ways,IP,JOL,Kazakhstan,N
Aerosmith Aviation,,JPR,United States,N
Arrendamiento de Aviones Jets,,JTS,Mexico,N
Aero Juarez,,JUA,Mexico,N
Air Canada Jazz,QK,JZA,Canada,Y
Asia Aero Survey and Consulting Engineers,,KAA,Republic of Korea,N
Air Kirovograd,,KAD,Ukraine,N
Air Mach,,KAM,Italy,N
Air Kufra,,KAV,Libya,N
Arkhabay,,KEK,Kazakhstan,N
Aero Charter Krifka,,KFK,Austria,N
Air Kraft Mir,,KFT,Uzbekistan,N
Air Concorde,,KGD,Bulgaria,N
Alexandria Airlines,,KHH,Egypt,N
Afit,,KIE,Germany,N
Air South,,KKB,United States,N
Atlasjet,KK,KKK,Turkey,Y
Air Mali International,,KLB,Mali,N
Aerokaluz,,KLZ,Mexico,N
Air Koryo,JS,KOR,Democratic People's Republic of Korea,Y
Araiavia,,KOY,Kazakhstan,N
AeroSucre,,KRE,Colombia,N
Air Kokshetau,,KRT,Kazakhstan,N
Air Kissari,,KSI,Angola,N
Aeronavigaciya,,KTN,Ukraine,N
Alliance Avia,,KVR,Kazakhstan,N
Av Atlantic,,KYC,United States,N
Air Astana,KC,KZR,Kazakhstan,Y
Aerovias De Lagos,,LAG,Mexico,N
Albanian Airlines,LV,LBC,Albania,Y
Albisa,,LBI,Mexico,N
Albatros Airways,,LBW,Albania,N
Aerolineas Aereas Ejecutivas De Durango,,LDG,Mexico,N
Aerologic,,LDL,Russia,N
Al-Donas Airlines,,LDN,Nigeria,N
Aero Lider,,LDR,Mexico,N
Aleem,,LEM,Egypt,N
Aerolineas Ejecutivas,,LET,Mexico,N
Air Alfa,,LFA,Turkey,Y
Aero Control Air,,LFC,Canada,N
Aerolaguna,,LGN,Mexico,N
Al Ahram Aviation,,LHR,Egypt,N
Alidaunia,D4,LID,Italy,N
Al-Dawood Air,,LIE,Nigeria,N
American Aviation,,LKP,United States,N
Airlink Solutions,,LKS,Spain,N
Air Solutions,,LKY,United States,N
Alliance Air,CD,LLR,India,N
Aerolima,,LMA,Mexico,N
Alamia Air,,LML,Libya,N
Air Plus Argentina,,LMP,Argentina,N
Almaty Aviation,,LMT,Kazakhstan,N
Aerolineas Mexicanas J S,,LMX,Mexico,N
Air Almaty,,LMY,Kazakhstan,N
Air Almaty ZK,,LMZ,Kazakhstan,N
Aerolane,XL,LNE,Ecuador,Y
Airlink,,LNK,South Africa,N
Aerolineas Internacionales,,LNT,Mexico,N
Alok Air,,LOK,Sudan,N
Air Saint Louis,,LOU,Senegal,N
Alpine Aviation,,LPC,South Africa,N
Air Alps Aviation,A6,LPV,Austria,N
Alrosa-Avia,,LRO,Russia,N
Al Rida Airways,,LRW,Mauritania,N
Aurela,,LSK,Lithuania,N
Aerobusinessservice,,LSM,Russia,N
Alsair,,LSR,France,N
Aerotaxis Latinoamericanos,,LTI,Mexico,N
Alninati Aeronautics,,LUC,Switzerland,N
Atlantis European Airways,TD,LUR,Armenia,Y
Aliven,,LVN,Italy,N
Aviavilsa,,LVR,Lithuania,N
Air Luxor GB,L8,LXG,Guinea-Bissau,N
Air Luxor,LK,LXR,Portugal,Y
Apatas Air,,LYT,Lithuania,N
Air Ban,,LZP,Bulgaria,N
Air Lazur,,LZR,Bulgaria,N
Aerodromo De La Mancha,,MAM,Spain,N
Air Mauritius,MK,MAU,Mauritius,Y
Avag Air,,MBA,Austria,N
Air Manas,,MBB,Kyrgyzstan,N
Airjet Exploracao Aerea De Carga,,MBC,Angola,N
Aeriantur-M,,MBV,Moldova,N
Air Mercia,,MCB,United Kingdom,N
Air Medical,,MCD,United Kingdom,N
Aerolineas Marcos,,MCO,Mexico,N
Atlantic Aero and Mid-Atlantic Freight,,MDC,United States,N
Air Madagascar,MD,MDG,Madagascar,Y
Aerosud Charter,,MDX,South Africa,N
Air Meridan,,MEF,Nigeria,N
Aero McFly,,MFL,Mexico,N
Asia Pacific Airlines,,MGE,United States,N
Aeromagar,,MGS,Mexico,N
Aero Premier De Mexico,,MIE,Mexico,N
Air Moldova,9U,MLD,Moldova,Y
Amal Airlines,,MLF,Djibouti,N
Air Mali,,MLI,Mali,N
Air Madeleine,,MLN,Canada,N
Aermarche,,MMC,Italy,N
Air Alsie,,MMD,Denmark,N
Aviation Company Meridian,,MMM,Russia,N
AMP Incorporated,,MMP,United States,N
Airmax,,MMX,Peru,N
Aerolineas Amanecer,,MNE,Mexico,N
Aero Mongolia,M0,MNG,Mongolia,N
Air Monarch Cargo,,MOC,Mexico,N
Aeropublicitaria De Angola,,MOP,Angola,N
Aerolineas De Morelia,,MOR,Mexico,N
Air Plus Comet,A7,MPD,Spain,Y
Aeromexpress,QO,MPX,Mexico,N
Air ITM,,MQT,France,N
Aeromorelos,,MRL,Mexico,N
Aerocharter,,MRM,Canada,N
Abas,,MRP,Czech Republic,N
Air Mauritanie,MR,MRT,Mauritania,N
Air Cairo,,MSC,Egypt,N
Air Sport,,MSK,Bulgaria,N
Aeromas,,MSM,Uruguay,N
Aerol,,MSO,Mexico,N
Aero-Kamov,,MSV,Russia,N
Aerotaxis Metropolitanos,,MTB,Mexico,N
Aeromet Linea Aerea,,MTE,Chile,N
Air Metack,,MTK,Angola,N
Air Montegomery,,MTY,United Kingdom,N
Aerotaxi Mexicano,,MXO,Mexico,N
Aero Yaqui Mayo,,MYS,Mexico,N
AVC Airlines,,MZK,Japan,N
Aerovias Montes Azules,,MZL,Mexico,N
Aeroland Airways,3S,,Greece,N
Astair,8D,,Russian Federation,Y
Albarka Air,F4,NBK,Nigeria,N
ACA-Ancargo Air Sociedade de Transporte de Carga Lda,,NCL,Angola,N
Aero Servicios de Nuevo Laredo,,NEL,Mexico,N
Angoavia,,NGV,Angola,N
Aeroni,,NID,Mexico,N
Aeroejecutiva Nieto,,NIE,Mexico,N
Aero Contractors,AJ,NIG,Nigeria,Y
Aerokuzbass,,NKZ,Russia,N
Atlantic Airlines,,NPT,United Kingdom,N
Atlantic Richfield Company,,NRS,United States,N
Aerolineas Sosa,,NSO,Honduras,N
Aero Norte,,NTD,Mexico,N
Air Inter Ivoire,,NTV,Ivory Coast,N
Aeroservicios De Nuevo Leon,,NUL,Mexico,N
Avial NV Aviation Company,,NVI,Russia,N
Airwing,,NWG,Norway,N
Air Next,,NXA,Japan,N
Arkhangelsk 2 Aviation Division,,OAO,Russia,N
Aerogisa,,OGI,Mexico,N
Aerolineas Olve,,OLV,Mexico,N
Aeromega,,OMG,United Kingdom,N
Air One Nine,,ONR,Libya,N
Air Ontario,,ONT,Canada,N
Aerocorp,,ORP,Mexico,N
Action Air,,ORS,Italy,N
Aerosan,,OSN,Mexico,N
Aviapartner Limited Company,,OSO,Russia,N
Aliparma,,PAJ,Italy,N
Air Parabet,,PBT,Bangladesh,N
Air Burundi,8Y,PBU,Burundi,N
Aeropostal Cargo de Mexico,,PCG,Mexico,N
Air Pack Express,,PCK,Spain,N
Air Palace,,PCS,Mexico,N
Aeropelican Air Services,OT,PEL,Australia,Y
Aerolineas Chihuahua,,PFI,Mexico,N
Air Cargo Express International,,PFT,United States,N
Al Farana Airline,,PHR,Egypt,N
Ave.com,,PHW,United Arab Emirates,N
Air South West,,PIE,United Kingdom,N
Aeroservicios California Pacifico,,PIF,Mexico,N
AST Pakistan Airways,,PKA,Pakistan,N
Aero Personal,,PNL,Mexico,N
Aero Servicios Platinum,,PNU,Mexico,N
Apoyo Aereo,,POY,Mexico,N
Aerotransportes Privados,,PRI,Mexico,N
Atlantic Coast Jet,,PRT,United States,N
Air Paradise International,AD,PRZ,Indonesia,N
Aeroservicio Sipse,,PSE,Mexico,N
Aeroservicios Corporativos De San Luis,,PSL,Mexico,N
Aerotransportes Privados,,PVA,Mexico,N
Aereo Taxi Paraza,,PZA,Mexico,N
Air Class Lineas Aereas,QD,QCL,Uruguay,N
Aviation Consultancy Office,,QEA,Australia,N
Aero Taxi,,QAT,Canada,N
Aero Taxi Aviation,,QKC,United States,N
Aviation Quebec Labrador,,QLA,Canada,N
African Safari Airways,QS,QSC,Kenya,N
Aero Quimmco,,QUI,Mexico,N
Alada,,RAD,Angola,N
Aerotur-Air,,RAI,Kazakhstan,N
Air Center Helicopters,,RAP,United States,N
Aur Rum Benin,,RBE,Benin,N
Aeroserivios Del Bajio,,RBJ,Mexico,N
Airbus France,4Y,RBU,France,N
Air Roberval,,RBV,Canada,N
Arubaexel,,RBX,Aruba,N
Air Charters Eelde,,RCC,Netherlands,N
Aerocer,,RCE,Mexico,N
Aeroflot-Cargo,,RCF,Russia,N
Air Mobility Command,MC,RCH,United States,N
Air Cassai,,RCI,Angola,N
Aero Renta De Coahuila,,RCO,Mexico,N
Aerocorp,,RCP,Mexico,N
Aerolineas Regionales,,RCQ,Mexico,N
Atlantic S.L.,,RCU,Spain,N
Air Service Center,,RCX,Italy,N
Adygeya Airlines,,RDD,Russia,N
Air Ada,,RDM,Mauritania,N
Aer Arann,RE,REA,Ireland,Y
Aero-Rent,,REN,Mexico,N
Australian Maritime Safety Authority,,RES,Australia,N
Air Austral,UU,REU,France,Y
Aero-Rey,,REY,Mexico,N
Aero Africa,,RFC,Swaziland,N
Aerotransportes Rafilher,,RFD,Mexico,N
Argo,,RGO,Dominican Republic,N
Airbourne School of Flying,,RGT,United Kingdom,N
Air Archipels,,RHL,France,N
Aviation Ministry of the Interior of the Russian Federation,,RIF,Russian Federation,N
Aeris Gestion,,RIS,Spain,N
Asian Spirit,6K,RIT,Philippines,Y
Aeroservicios Jet,,RJS,Mexico,N
Air Afrique,RK,RKA,Ivory Coast,Y
Airlinair,A5,RLA,France,Y
Air Nelson,,RLK,New Zealand,N
Air Leone,,RLL,Sierra Leone,N
Aero Lanka,QL,RLN,Sri Lanka,Y
Air Alize,,RLZ,France,N
Air Amder,,RMD,Mauritania,N
Armenian Airlines,,RME,Armenia,N
Armenian International Airways,MV,RML,Armenia,N
Arm-Aero,,RMO,Armenia,N
Air Max,,RMX,Bulgaria,N
Air Salone,20,RNE,Sierra Leone,Y
Aeronem Air Cargo,,RNM,Ecuador,N
Air Cargo Masters,,RNR,United States,N
Armavia,U8,RNV,Armenia,Y
Aeroeste,,ROE,Bolivia,N
Aero Gen,,ROH,Mexico,N
Avior Airlines,,ROI,Venezuela,N
Aeroel Airways,,ROL,Israel,N
Aeromar,BQ,ROM,Dominican Republic,N
Aeroitalia,,ROO,Italy,N
Aerodan,,ROD,Mexico,N
AeroRep,P5,RPB,Colombia,Y
Aerolineas Del Pacifico,,RPC,Ecuador,N
Aero Roca,,RRC,Mexico,N
Aerotransportes Internacionales De Torreon,,RRE,Mexico,N
Acvila Air-Romanian Carrier,,RRM,Romania,N
Aerolineas Ejecutivas Tarascas,,RSC,Mexico,N
Aero-Service,BF,RSR,Republic of the Congo,Y
Aerosur,5L,RSU,Bolivia,Y
Aeronorte,,RTE,Portugal,Y
Artis,,RTH,France,N
Arhabaev Tourism Airlines,,RTO,Kazakhstan,N
Air Turquoise,,RTQ,France,N
Aerotucan,,RTU,Mexico,N
Air Anastasia,,RUD,Ukraine,N
Air Rum,,RUM,Sierra Leone,N
ACT Havayollari,,RUN,Turkey,N
Air VIP,,RVP,Portugal,N
Aircompany Veteran,,RVT,Armenia,N
Alliance Express Rwanda,,RWB,Rwanda,N
Arrow Ecuador Arrowec,,RWC,Ecuador,N
Aerogroup 98 Limited,,RWY,United Kingdom,N
Aeroxtra,,RXT,Mexico,N
Express Air Charter,,RXX,Canada,N
Air Whitsunday,,RWS,Australia,N
Aero Zambia,,RZL,Zambia,N
Aero Zano,,RZN,Mexico,N
Anoka Air Charter,,RZZ,United States,N
Aerosaab,,SBH,Mexico,N
Associated Aviation,,SCD,Nigeria,N
American Jet International,,SCM,United States,N
Air Santo Domingo,EX,SDO,Dominican Republic,N
Aero Sudpacifico,,SDP,Mexico,N
Aero Servicios Ejecutivas Del Pacifico,,SEF,Mexico,N
Aero California,JR,SER,Mexico,N
A-Safar Air Services,,SFM,Nigeria,N
Aerosegovia,,SGV,Nicaragua,N
Airshare Holdings,,SHH,United Kingdom,N
Aerosiyusa,,SIY,Mexico,N
Aero Silza,,SIZ,Mexico,N
Air San Juan,,SJN,United States,N
Aero-North Aviation Services,,SKP,Canada,N
Aero Sami,,SMI,Mexico,N
Avient Aviation,Z3,SMJ,Zimbabwe,Y
Aerolineas Sol,,SOD,Mexico,N
Air Soleil,,SOE,Mauritania,N
Aero Soga,,SOG,Guinea-Bissau,N
Airspeed Aviation,,SPD,Canada,N
Air Service,M3,SPJ,Macedonia,N
Aeroservicios Ejecutivos Del Pacifico,,SPO,Mexico,N
Asian Aerospace Service,,SPY,Thailand,N
Airworld,,SPZ,South Africa,N
Alsaqer Aviation,,SQR,Libya,N
Air Safaris and Services,,SRI,New Zealand,N
Aero Servicio Corporativo,,SRV,Mexico,N
Air Sultan,,SSL,Sierra Leone,N
Aero 1 Pro-Jet,,SSM,Canada,N
Airquarius Air Charter,,SSN,South Africa,N
Aeropac,,STK,United States,N
