IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
MTH,The Florida Keys Marathon Airport,Marathon,United States,24.726101,-81.051399,5,-5,A,America/New_York
GDV,Dawson Community Airport,Glendive,United States,47.13869858,-104.8069992,2458,-7,A,America/Denver
OLF,L M Clayton Airport,Wolf Point,United States,48.0945015,-105.5749969,1986,-7,A,America/Denver
WYS,Yellowstone Airport,West Yellowstone,United States,44.68840027,-111.1179962,6649,-7,A,America/Denver
ALS,San Luis Valley Regional Bergman Field,Alamosa,United States,37.434898,-105.866997,7539,-7,A,America/Denver
CNY,Canyonlands Field,Moab,United States,38.75500107,-109.7549973,4557,-7,A,America/Denver
ELY,Ely Airport Yelland Field,Ely,United States,39.29970169,-114.8420029,6259,-8,A,America/Los_Angeles
VEL,Vernal Regional Airport,Vernal,United States,40.4408989,-109.5100021,5278,-7,A,America/Denver
RUI,Sierra Blanca Regional Airport,Ruidoso,United States,33.46279907,-105.5350037,6814,-7,A,America/Denver
SOW,Show Low Regional Airport,Show Low,United States,34.26549912,-110.0059967,6415,-7,A,America/Phoenix
MYL,McCall Municipal Airport,McCall,United States,44.88970184,-116.1009979,5024,-7,A,America/Denver
SMN,Lemhi County Airport,Salmon,United States,45.12379837,-113.8809967,4043,-7,A,America/Denver
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States,37.62409973,-118.8379974,7135,-8,A,America/Los_Angeles
FRD,Friday Harbor Airport,Friday Harbor,United States,48.52199936,-123.0240021,113,-8,A,America/Los_Angeles
ESD,Orcas Island Airport,Eastsound,United States,48.70819855,-122.9100037,31,-8,A,America/Los_Angeles
AST,Astoria Regional Airport,Astoria,United States,46.15800095,-123.8789978,15,-8,A,America/Los_Angeles
ONP,Newport Municipal Airport,Newport,United States,44.580399,-124.057999,160,-8,A,America/Los_Angeles
EMK,Emmonak Airport,Emmonak,United States,62.78609848,-164.4909973,13,-9,A,America/Anchorage
UNK,Unalakleet Airport,Unalakleet,United States,63.88840103,-160.798996,27,-9,A,America/Anchorage
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States,70.33080292,-149.5980072,67,-9,A,America/Anchorage
SHX,Shageluk Airport,Shageluk,United States,62.69229889,-159.5690002,79,-9,A,America/Anchorage
CHU,Chuathbaluk Airport,Chuathbaluk,United States,61.579102,-159.216003,244,-9,A,America/Anchorage
NUI,Nuiqsut Airport,Nuiqsut,United States,70.20999908,-151.0059967,38,-9,A,America/Anchorage
EEK,Eek Airport,Eek,United States,60.21367264,-162.0438843,12,-9,A,America/Anchorage
KUK,Kasigluk Airport,Kasigluk,United States,60.87440109,-162.5240021,48,-9,A,America/Anchorage
KWT,Kwethluk Airport,Kwethluk,United States,60.79029846,-161.4440002,25,-9,A,America/Anchorage
KWK,Kwigillingok Airport,Kwigillingok,United States,59.876499,-163.169005,18,-9,A,America/Anchorage
MLL,Marshall Don Hunter Sr Airport,Marshall,United States,61.86429977,-162.026001,103,-9,A,America/Anchorage
RSH,Russian Mission Airport,Russian Mission,United States,61.77888489,-161.319458,51,-9,A,America/Anchorage
KGK,Koliganek Airport,Koliganek,United States,59.72660065,-157.2590027,269,-9,A,America/Anchorage
KMO,Manokotak Airport,Manokotak,United States,58.99020004,-159.0500031,100,-9,A,America/Anchorage
CIK,Chalkyitsik Airport,Chalkyitsik,United States,66.64499664,-143.7400055,544,-9,A,America/Anchorage
EAA,Eagle Airport,Eagle,United States,64.77639771,-141.151001,908,-9,A,America/Anchorage
HUS,Hughes Airport,Hughes,United States,66.04109955,-154.2630005,299,-9,A,America/Anchorage
HSL,Huslia Airport,Huslia,United States,65.69789886,-156.3509979,220,-9,A,America/Anchorage
NUL,Nulato Airport,Nulato,United States,64.729301,-158.074005,399,-9,A,America/Anchorage
VEE,Venetie Airport,Venetie,United States,67.00869751,-146.3659973,574,-9,A,America/Anchorage
WBQ,Beaver Airport,Beaver,United States,66.36219788,-147.4069977,359,-9,A,America/Anchorage
CEM,Central Airport,Central,United States,65.57379913,-144.7830048,937,-9,A,America/Anchorage
SHG,Shungnak Airport,Shungnak,United States,66.88809967,-157.1620026,197,-9,A,America/Anchorage
IYK,Inyokern Airport,Inyokern,United States,35.65879822,-117.8300018,2457,-8,A,America/Los_Angeles
VIS,Visalia Municipal Airport,Visalia,United States,36.31869888,-119.3929977,295,-8,A,America/Los_Angeles
MCE,Merced Regional Macready Field,Merced,United States,37.28469849,-120.5139999,155,-8,A,America/Los_Angeles
CYR,Laguna de Los Patos International Airport,Colonia,Uruguay,-34.45640182,-57.77059937,66,-3,U,America/Montevideo
CPQ,Amarais Airport,Campinas,Brazil,-22.85919952,-47.10820007,2008,-3,S,America/Sao_Paulo
GYR,Phoenix Goodyear Airport,Goodyear,United States,33.42250061,-112.3759995,968,-7,N,America/Phoenix
TWB,Toowoomba Airport,Toowoomba,Australia,-27.542801,151.916,2086,10,N,Australia/Brisbane
BBL,Ballera Airport,Ballera,Australia,-27.405633,141.809458,385,10,N,Australia/Brisbane
-,Gatton Campus Airport,Gatton,Australia,-27.56040607,152.3404598,0,10,N,Australia/Brisbane
AYK,Arkalyk North Airport,Arkalyk,Kazakhstan,50.3185997,66.95279694,1266,6,U,Asia/Qyzylorda
-,Nabern/Teck Airport,Kirchheim-Teck,Germany,48.61277771,9.477222443,1214,1,E,Europe/Berlin
AGN,Angoon Seaplane Base,Angoon,United States,57.503601,-134.585007,0,-9,A,America/Anchorage
ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,58.19520187,-136.3470001,0,-9,A,America/Anchorage
FNR,Funter Bay Seaplane Base,Funter Bay,United States,58.25439835,-134.897995,0,-9,A,America/Anchorage
HNH,Hoonah Airport,Hoonah,United States,58.0961,-135.410111,19,-9,A,America/Anchorage
-,Kake Airport,Kake,United States,56.96139908,-133.9100037,172,-9,A,America/Anchorage
MTM,Metlakatla Seaplane Base,Metakatla,United States,55.131001,-131.578003,0,-9,A,America/Anchorage
HYG,Hydaburg Seaplane Base,Hydaburg,United States,55.20629883,-132.8280029,0,-9,A,America/Anchorage
EGX,Egegik Airport,Egegik,United States,58.1855011,-157.375,92,-9,A,America/Anchorage
KPV,Perryville Airport,Perryville,United States,55.905998,-159.162993,29,-9,A,America/Anchorage
PIP,Pilot Point Airport,Pilot Point,United States,57.58039856,-157.5720062,57,-9,A,America/Anchorage
WSN,South Naknek Nr 2 Airport,South Naknek,United States,58.70339966,-157.0079956,162,-9,A,America/Anchorage
AKK,Akhiok Airport,Akhiok,United States,56.93870163,-154.1829987,44,-9,A,America/Anchorage
KYK,Karluk Airport,Karluk,United States,57.56710052,-154.4499969,137,-9,A,America/Anchorage
KLN,Larsen Bay Airport,Larsen Bay,United States,57.53509903,-153.9779968,87,-9,A,America/Anchorage
ABL,Ambler Airport,Ambler,United States,67.1063,-157.856989,334,-9,A,America/Anchorage
BKC,Buckland Airport,Buckland,United States,65.9815979,-161.1490021,31,-9,A,America/Anchorage
IAN,Bob Baker Memorial Airport,Kiana,United States,66.97599792,-160.4369965,166,-9,A,America/Anchorage
OBU,Kobuk Airport,Kobuk,United States,66.91230011,-156.8970032,137,-9,A,America/Anchorage
ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,66.81790161,-161.0189972,55,-9,A,America/Anchorage
WLK,Selawik Airport,Selawik,United States,66.60009766,-159.9859924,17,-9,A,America/Anchorage
KTS,Brevig Mission Airport,Brevig Mission,United States,65.33129883,-166.4660034,38,-9,A,America/Anchorage
ELI,Elim Airport,Elim,United States,64.61470032,-162.2720032,162,-9,A,America/Anchorage
GLV,Golovin Airport,Golovin,United States,64.55049896,-163.0070038,59,-9,A,America/Anchorage
TLA,Teller Airport,Teller,United States,65.24040222,-166.3390045,294,-9,A,America/Anchorage
WAA,Wales Airport,Wales,United States,65.622593,-168.095,22,-9,A,America/Anchorage
WMO,White Mountain Airport,White Mountain,United States,64.68920136,-163.4129944,267,-9,A,America/Anchorage
KKA,Koyuk Alfred Adams Airport,Koyuk,United States,64.9394989,-161.154007,154,-9,A,America/Anchorage
SMK,St Michael Airport,St. Michael,United States,63.49010086,-162.1100006,98,-9,A,America/Anchorage
SKK,Shaktoolik Airport,Shaktoolik,United States,64.37110138,-161.223999,24,-9,A,America/Anchorage
TNC,Tin City Long Range Radar Station Airport,Tin City,United States,65.56310272,-167.9219971,271,-9,A,America/Anchorage
AKB,Atka Airport,Atka,United States,52.22029877,-174.2059937,57,-10,A,America/Adak
IKO,Nikolski Air Station,Nikolski,United States,52.9416008,-168.848999,77,-9,A,America/Anchorage
CYT,Yakataga Airport,Yakataga,United States,60.080974,-142.494541,12,-9,A,America/Anchorage
AUK,Alakanuk Airport,Alakanuk,United States,62.68004227,-164.6599274,10,-9,A,America/Anchorage
KPN,Kipnuk Airport,Kipnuk,United States,59.93299866,-164.0310059,11,-9,A,America/Anchorage
KFP,False Pass Airport,False Pass,United States,54.84740067,-163.4100037,20,-9,A,America/Anchorage
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,56.00749969,-161.1600037,14,-9,A,America/Anchorage
PML,Port Moller Airport,Cold Bay,United States,56.00600052,-160.5610046,20,-9,A,America/Anchorage
KLW,Klawock Airport,Klawock,United States,55.57920074,-133.076004,80,-9,A,America/Anchorage
KWN,Quinhagak Airport,Quinhagak,United States,59.7551,-161.845,42,-9,A,America/Anchorage
KOT,Kotlik Airport,Kotlik,United States,63.0306015,-163.5330048,15,-9,A,America/Anchorage
KYU,Koyukuk Airport,Koyukuk,United States,64.87609863,-157.727005,149,-9,A,America/Anchorage
SCM,Scammon Bay Airport,Scammon Bay,United States,61.84529877,-165.5709991,14,-9,A,America/Anchorage
NNL,Nondalton Airport,Nondalton,United States,59.98020172,-154.8390045,314,-9,A,America/Anchorage
KKH,Kongiganak Airport,Kongiganak,United States,59.96080017,-162.8809967,30,-9,A,America/Anchorage
NIB,Nikolai Airport,Nikolai,United States,63.0186,-154.358002,441,-9,A,America/Anchorage
AKI,Akiak Airport,Akiak,United States,60.9029007,-161.2310028,30,-9,A,America/Anchorage
AIN,Wainwright Airport,Wainwright,United States,70.63800049,-159.9949951,41,-9,A,America/Anchorage
APZ,Zapala Airport,ZAPALA,Argentina,-38.975498,-70.113602,3330,-3,N,America/Argentina/Salta
RDS,Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,-37.3905983,-68.90419769,1968,-3,N,America/Argentina/Salta
PNT,Tte. Julio Gallardo Airport,Puerto Natales,Chile,-51.67150116,-72.52839661,217,-4,S,America/Santiago
SGV,Sierra Grande Airport,Sierra Grande,Argentina,-41.59170151,-65.33940125,688,-3,N,America/Argentina/Salta
IGB,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,-41.32089996,-69.57489777,2925,-3,N,America/Argentina/Salta
NCN,Chenega Bay Airport,Chenega,United States,60.07730103,-147.9920044,72,-9,A,America/Anchorage
TKJ,Tok Junction Airport,Tok,United States,63.32949829,-142.9539948,1639,-9,A,America/Anchorage
IRC,Circle City /New/ Airport,Circle,United States,65.830498,-144.076008,613,-9,A,America/Anchorage
SLQ,Sleetmute Airport,Sleetmute,United States,61.70050049,-157.1660004,190,-9,A,America/Anchorage
-,Healy River Airport,Healy,United States,63.86619949,-148.9689941,1263,-9,A,America/Anchorage
-,Klawock Seaplane Base,Klawock,United States,55.55469894,-133.102005,0,-9,A,America/Anchorage
LMA,Minchumina Airport,Lake Minchumina,United States,63.886002,-152.302002,678,-9,A,America/Anchorage
MLY,Manley Hot Springs Airport,Manley Hot Springs,United States,64.99759674,-150.6439972,270,-9,A,America/Anchorage
YNP,Natuashish Airport,Natuashish,Canada,55.913898,-61.184399,30,-4,A,America/Halifax
YSO,Postville Airport,Postville,Canada,54.9105,-59.78507,193,-4,A,America/Halifax
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,61.58860016,-71.92939758,501,-5,A,America/Toronto
YTF,Alma Airport,Alma,Canada,48.50889969,-71.64189911,445,-5,A,America/Toronto
YGV,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,50.2818985,-63.6114006,124,-5,A,America/Toronto
YXK,Rimouski Airport,Rimouski,Canada,48.47809982,-68.49690247,82,-5,A,America/Toronto
XTL,Tadoule Lake Airport,Tadoule Lake,Canada,58.7061,-98.512199,923,-6,A,America/Winnipeg
XLB,Lac Brochet Airport,Lac Brochet,Canada,58.61750031,-101.4690018,1211,-6,A,America/Winnipeg
XSI,South Indian Lake Airport,South Indian Lake,Canada,56.7928009,-98.90720367,951,-6,A,America/Winnipeg
YBT,Brochet Airport,Brochet,Canada,57.8894,-101.679001,1136,-6,A,America/Winnipeg
ZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada,52.04560089,-95.46579742,1005,-6,A,America/Winnipeg
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,54.61059952,-97.76080322,709,-6,A,America/Winnipeg
YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,54.16719818,-93.55719757,729,-6,A,America/Winnipeg
YOP,Rainbow Lake Airport,Rainbow Lake,Canada,58.49140167,-119.4079971,1759,-7,A,America/Edmonton
YBY,Bonnyville Airport,Bonnyville,Canada,54.304199,-110.744003,1836,-7,A,America/Edmonton
ZNA,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.18330002,-123.9499969,0,-8,A,America/Vancouver
YGG,Ganges Seaplane Base,Ganges,Canada,48.8545,-123.4969,0,-8,A,America/Vancouver
-,Fort St James Airport,Fort St. James,Canada,54.39720154,-124.2630005,2364,-8,A,America/Vancouver
YDT,Boundary Bay Airport,Boundary Bay,Canada,49.0742,-123.012001,6,-8,A,America/Vancouver
YLY,Langley Airport,Langley Township,Canada,49.10079956,-122.6309967,34,-8,A,America/Vancouver
-,Denny Island Airport,Bella Bella,Canada,52.137937,-128.059748,162,-8,A,America/Vancouver
YFJ,Wekweètì Airport,Wekweeti,Canada,64.190804,-114.077002,1208,-7,A,America/Edmonton
-,Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,25.6522007,-108.538002,92,-7,A,America/Mazatlan
-,Cabo San Lucas International Airport,Cabo San Lucas,Mexico,22.947701,-109.936996,459,-7,A,America/Mazatlan
RNI,Corn Island,Corn Island,Nicaragua,12.16289997,-83.063797,1,-6,U,America/Managua
BZA,San Pedro Airport,Bonanza,Nicaragua,13.94999981,-84.59999847,600,-6,U,America/Managua
RFS,Rosita Airport,Rosita,Nicaragua,13.88969994,-84.4088974,193,-6,U,America/Managua
SIU,Siuna,Siuna,Nicaragua,13.72722244,-84.77777863,606,-6,U,America/Managua
WSP,Waspam Airport,Waspam,Nicaragua,14.73919964,-83.9693985,98,-6,U,America/Managua
NCR,San Carlos,San Carlos,Nicaragua,11.13339996,-84.76999664,91,-6,U,America/Managua
PLD,Playa Samara/Carrillo Airport,Carrillo,Costa Rica,9.870510101,-85.48139954,50,-6,U,America/Costa_Rica
COZ,Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,18.90749931,-70.72190094,3950,-4,U,America/Santo_Domingo
NEG,Negril Airport,Negril,Jamaica,18.34280014,-78.33209991,9,-5,U,America/Jamaica
NRR,José Aponte de la Torre Airport,Ceiba,Puerto Rico,18.24530029,-65.6434021,38,-4,A,America/Puerto_Rico
SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,18.33860016,-64.94069672,0,-4,A,America/St_Thomas
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,-45.013599,-70.812202,2286,-3,N,America/Catamarca
JSM,Jose De San Martin Airport,Jose de San Martin,Argentina,-44.04859924,-70.45890045,2407,-3,N,America/Catamarca
UYU,Uyuni Airport,Uyuni,Bolivia,-20.44630051,-66.8483963,11136,-4,U,America/La_Paz
RBQ,Rurenabaque Airport,Rerrenabaque,Bolivia,-14.42790031,-67.49680328,676,-4,U,America/La_Paz
ABF,Abaiang Airport,Abaiang Atoll,Kiribati,1.798609972,173.0410004,0,12,U,Pacific/Tarawa
-,Afobakka Airstrip,Afobaka,Suriname,4.998505,-54.992033,80,-3,U,America/Paramaribo
-,Alalapadu Airstrip,Alapadu,Suriname,2.5235,-56.3247,880,-3,U,America/Paramaribo
ABN,Albina Airport,Albina,Suriname,5.512720108,-54.05009842,19,-3,U,America/Paramaribo
-,Lawa Anapaike Airstrip,Anapaike,Suriname,3.411301,-54.028049,373,-3,U,America/Paramaribo
-,Apetina Airstrip,Apetina,Suriname,3.50278,-55.058791,0,-3,U,America/Paramaribo
DRJ,Drietabbetje Airport,Drietabbetje,Suriname,4.111359,-54.672766,236,-3,U,America/Paramaribo
-,Kabalebo Airport,Kabalebo,Suriname,4.406,-57.223,535,-3,U,America/Paramaribo
-,Kayser Airport,Kayser,Suriname,3.094343,-56.472702,849,-3,U,America/Paramaribo
-,Kwamalasoemoetoe Airport,Kwamelasemoetoe,Suriname,2.354427,-56.792431,905,-3,U,America/Paramaribo
MOJ,Moengo Airstrip,Moengo,Suriname,5.6076,-54.4003,49,-3,U,America/Paramaribo
ICK,Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,5.955560207,-57.03939819,9,-3,U,America/Paramaribo
OEM,Vincent Fayks Airport,Paloemeu,Suriname,3.345279932,-55.44250107,714,-3,U,America/Paramaribo
-,Sarakreek Airstrip,Sarakreek,Suriname,4.319444,-54.966667,223,-3,U,America/Paramaribo
-,Sipaliwini Airport,Sipaliwini,Suriname,2.026438,-56.126412,744,-3,U,America/Paramaribo
SMZ,Stoelmanseiland Airport,Stoelmans Eiland,Suriname,4.349999905,-54.41666794,187,-3,U,America/Paramaribo
TOT,Totness Airport,Totness,Suriname,5.865829945,-56.32749939,10,-3,U,America/Paramaribo
AGI,Wageningen Airstrip,Wageningen,Suriname,5.841128,-56.673328,6,-3,U,America/Paramaribo
-,Codela Airport,Guapiles,Costa Rica,10.41399956,-85.09169769,328,-6,U,America/Costa_Rica
ORJ,Orinduik Airport,Orinduik,Guyana,4.725269794,-60.03499985,1797,-4,U,America/Guyana
NAI,Annai Airport,Annai,Guyana,3.959439993,-59.12419891,301,-4,U,America/Guyana
-,Apoteri Airport,Apoteri,Guyana,4.013879776,-58.60499954,301,-4,U,America/Guyana
IMB,Imbaimadai Airport,Imbaimadai,Guyana,5.708109856,-60.2942009,1646,-4,U,America/Guyana
KAR,Kamarang Airport,Kamarang,Guyana,5.865340233,-60.61420059,1601,-4,U,America/Guyana
USI,Mabaruma Airport,Mabaruma,Guyana,8.199999809,-59.78329849,45,-4,U,America/Guyana
MHA,Mahdia Airport,Mahdia,Guyana,5.277490139,-59.15110016,300,-4,U,America/Guyana
PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,-22.63999939,-55.83000183,1873,-4,U,America/Asuncion
ACD,Alcides Fernández Airport,Acandi,Colombia,8.51667,-77.3,50,-5,U,America/Bogota
RVE,Los Colonizadores Airport,Saravena,Colombia,6.951868,-71.857179,680,-5,U,America/Bogota
BQJ,Batagay Airport,Batagay,Russia,67.64800262,134.6950073,696,10,N,Asia/Vladivostok
VGZ,Villa Garzón Airport,Villa Garzon,Colombia,0.978767,-76.6056,1248,-5,U,America/Bogota
EBG,El Bagre Airport,El Bagre,Colombia,7.59647,-74.8089,180,-5,U,America/Bogota
CAQ,Juan H White Airport,Caucasia,Colombia,7.96847,-75.1985,174,-5,U,America/Bogota
COG,Mandinga Airport,Condoto,Colombia,5.08333,-76.7,213,-5,U,America/Bogota
TLU,Golfo de Morrosquillo Airport,Tolu,Colombia,9.50945,-75.5854,16,-5,U,America/Bogota
CFB,Cabo Frio Airport,Cabo Frio,Brazil,-22.92169952,-42.07429886,23,-3,S,America/Sao_Paulo
OPS,Presidente João Batista Figueiredo Airport,Sinop,Brazil,-11.88500023,-55.58610916,1227,-4,S,America/Campo_Grande
GRP,Gurupi Airport,Gurupi,Brazil,-11.73960018,-49.13219833,1148,-3,S,America/Fortaleza
CMP,Santana do Araguaia Airport,Santana do Araguaia,Brazil,-9.319970131,-50.32849884,597,-3,S,America/Belem
BVS,Breves Airport,Breves,Brazil,-1.636530042,-50.4435997,98,-3,S,America/Belem
SFK,Soure Airport,Soure,Brazil,-0.699431002,-48.52099991,43,-3,S,America/Belem
PIN,Parintins Airport,Parintins,Brazil,-2.673019886,-56.77719879,87,-4,S,America/Boa_Vista
BRA,Barreiras Airport,Barreiras,Brazil,-12.07890034,-45.00899887,2447,-3,S,America/Fortaleza
STZ,Santa Terezinha Airport,Santa Terezinha,Brazil,-10.46472168,-50.51861191,663,-4,S,America/Campo_Grande
MQH,Minaçu Airport,Minacu,Brazil,-13.5491,-48.195301,1401,-3,S,America/Sao_Paulo
AUX,Araguaína Airport,Araguaina,Brazil,-7.22787,-48.240501,771,-3,S,America/Fortaleza
NVP,Novo Aripuanã Airport,Novo Aripuana,Brazil,-5.118030071,-60.36489868,118,-4,S,America/Boa_Vista
-,Fazenda Colen Airport,Lucas do Rio Verde,Brazil,-13.31444359,-56.11277771,1345,-4,S,America/Campo_Grande
FRC,Tenente Lund Pressoto Airport,Franca,Brazil,-20.592199,-47.3829,3292,-3,S,America/Sao_Paulo
DOU,Dourados Airport,Dourados,Brazil,-22.2019,-54.926601,1503,-4,S,America/Campo_Grande
LBR,Lábrea Airport,Labrea,Brazil,-7.278969765,-64.76950073,190,-4,S,America/Boa_Vista
ROO,Maestro Marinho Franco Airport,Rondonopolis,Brazil,-16.586,-54.7248,1467,-4,S,America/Campo_Grande
GPB,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,-25.38750076,-51.52019882,3494,-3,S,America/Sao_Paulo
JCB,Santa Terezinha Airport,Joacaba,Brazil,-27.17140007,-51.55329895,2546,-3,S,America/Sao_Paulo
RVD,General Leite de Castro Airport,Rio Verde,Brazil,-17.83472252,-50.95611191,2464,-3,S,America/Sao_Paulo
AAX,Romeu Zema Airport,Araxa,Brazil,-19.5632,-46.96039963,3276,-3,S,America/Sao_Paulo
MBZ,Maués Airport,Maues,Brazil,-3.37217,-57.7248,69,-4,S,America/Boa_Vista
RBB,Borba Airport,Borba,Brazil,-4.406340122,-59.60240173,293,-4,S,America/Boa_Vista
CIZ,Coari Airport,Coari,Brazil,-4.134059906,-63.13259888,131,-4,S,America/Boa_Vista
BAZ,Barcelos Airport,Barcelos,Brazil,-0.981292,-62.919601,112,-4,S,America/Boa_Vista
DMT,Diamantino Airport,Diamantino,Brazil,-14.37689972,-56.40039825,1476,-4,S,America/Campo_Grande
GNM,Guanambi Airport,Guanambi,Brazil,-14.20820045,-42.74610138,1815,-3,S,America/Fortaleza
QDJ,Tsletsi Airport,Djelfa,Algeria,34.6657,3.351,3753,1,U,Africa/Algiers
NZA,Nzagi Airport,Nzagi,Angola,-7.716939926,21.35820007,2431,1,U,Africa/Luanda
LBZ,Lucapa Airport,Lucapa,Angola,-8.445727348,20.73208618,3029,1,U,Africa/Luanda
KNP,Capanda Airport,Kapanda,Angola,-9.769370079,15.4553194,3366,1,U,Africa/Luanda
AMC,Am Timan Airport,Am Timan,Chad,11.0340004,20.27400017,1420,1,U,Africa/Ndjamena
GSQ,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,22.58569908,28.71660042,859,2,U,Africa/Cairo
MRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,39.40190125,-77.98459625,565,-5,A,America/New_York
AWA,Awassa Airport,Awasa,Ethiopia,7.066999912,38.5,5450,3,U,Africa/Addis_Ababa
JIJ,Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121,5954,3,U,Africa/Addis_Ababa
MKS,Mekane Selam Airport,Mekane Selam,Ethiopia,10.7254,38.7415,8405,3,U,Africa/Addis_Ababa
DBM,Debra Marcos Airport,Debre Marqos,Ethiopia,10.35000038,37.71699905,8136,3,U,Africa/Addis_Ababa
DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.96700001,38,8490,3,U,Africa/Addis_Ababa
QHR,Harar Meda Airport,Debre Zeyit,Ethiopia,8.7163,39.0059,6201,3,U,Africa/Addis_Ababa
GOB,Robe Airport,Goba,Ethiopia,7.1160634,40.0463033,7892,3,U,Africa/Addis_Ababa
MYB,Mayumba Airport,Mayumba,Gabon,-3.4584198,10.67407608,13,1,U,Africa/Libreville
MRE,Mara Serena Lodge Airstrip,Masai Mara,Kenya,-1.406111,35.008057,5200,3,U,Africa/Nairobi
JJM,Mulika Lodge Airport,Meru National Park,Kenya,0.165083006,38.19514084,2000,3,U,Africa/Nairobi
RBX,Rumbek Airport,Rumbek,Sudan,6.824999809,29.66900063,1378,3,U,Africa/Juba
-,Yei Airport,Yei,Sudan,4.130281601,30.72807312,2000,3,U,Africa/Juba
CPA,Cape Palmas Airport,Greenville,Liberia,4.379020214,-7.696949959,20,0,U,Africa/Monrovia
-,Ecuvillens Airport,Ecuvillens,Switzerland,46.75500107,7.076109886,2293,1,E,Europe/Zurich
IHC,Inhaca Airport,Inhaca,Mozambique,-25.9971447,32.92935181,10,2,U,Africa/Maputo
MAX,Ouro Sogui Airport,Matam,Senegal,15.59360027,-13.32279968,85,0,U,Africa/Dakar
BDI,Bird Island Airport,Bird Island,Seychelles,-3.72472,55.205299,6,4,U,-
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.80269814,31.52157784,961,3,U,Africa/Khartoum
NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611,21,1,U,Africa/Tunis
-,Kidepo Airport,Kidepo,Uganda,3.7176,33.7487,4033,3,U,Africa/Kampala
-,Kitgum Airport,Kitgum,Uganda,3.2817,32.8882,3130,3,U,Africa/Kampala
-,Bugungu Airport,Pakuba,Uganda,2.2,31.55,2472,3,U,Africa/Kampala
-,Svea Airport,Sveagruva,Svalbard,77.8969444,16.725,32,1,U,Arctic/Longyearbyen
-,Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,Svalbard,78.92749786,11.8743,50,1,U,Arctic/Longyearbyen
HTY,Hatay Airport,Hatay,Turkey,36.36277771,36.28222275,269,3,U,Europe/Istanbul
-,Kihnu Airfield,Kihnu,Estonia,58.14830017,24.00250053,10,2,U,Europe/Tallinn
-,Ruhnu Airfield,Ruhnu,Estonia,57.78390121,23.26609993,10,2,U,Europe/Tallinn
RVV,Raivavae Airport,Raivavae,French Polynesia,-23.8852005,-147.6620026,7,-10,N,Pacific/Tahiti
FUO,Foshan Shadi Airport,Foshan,China,23.08329964,113.0699997,6,8,N,Asia/Shanghai
HUZ,Huizhou Airport,Huizhou,China,23.04999924,114.5999985,50,8,N,Asia/Shanghai
ILD,Lleida-Alguaire Airport,Lleida,Spain,41.728185,0.535023,1170,1,E,Europe/Madrid
-,Ouessant Airport,Ouessant,France,48.46319962,-5.063580036,142,1,U,Europe/Paris
BIU,Bildudalur Airport,Bildudalur,Iceland,65.64129639,-23.5461998,18,0,N,Atlantic/Reykjavik
GJR,Gjögur Airport,Gjogur,Iceland,65.99530029,-21.32690048,83,0,N,Atlantic/Reykjavik
SAK,Sauðárkrókur Airport,Saudarkrokur,Iceland,65.73169708,-19.57279968,8,0,N,Atlantic/Reykjavik
-,Selfoss Airport,Selfoss,Iceland,63.92919922,-21.03779984,45,0,N,Atlantic/Reykjavik
IIA,Inishmaan Aerodrome,Inishmaan,Ireland,53.0929985,-9.568059921,15,0,U,Europe/Dublin
-,Ak Bashat Airport,Taldykorgan,Kazakhstan,42.88958,73.602004,0,6,U,Asia/Bishkek
ULG,Ulgii Mongolei Airport,Olgii,Mongolia,48.99330139,89.92250061,5732,7,U,Asia/Hovd
KQT,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,37.86640167,68.86470032,1473,5,U,Asia/Dushanbe
